Dept,Code,Title
COMM,305,Foundations of Intercultural Communication
CRIM,405,Law and Justice around the World
CULT,320,Globalization and Culture
ENGH,206,Literature in the Creation of Just Societies
ENGH,315,Folklore and Folklife
EVPP,336,Tackling Wicked Problems in Society the Environment
GCH,205,Global Health
GGS,102,Physical Geography
GGS,301,Political Geography
GLOA,101,Introduction to Global Affairs
GOVT,103,Introduction to American Government
GOVT,134,Grand Challenges to Human Security
GOVT,150,Introduction to Technology Policy
HIST,272,Survey of Latin American History
HIST,308,Nineteenth-Century Europe
HIST,316,History of Modern Architecture
HIST,318,Holocaust: History and Meaning
HIST,329,Modern Russia and the Soviet Union
HIST,378,History of Aviation
HIST,384,Global History of Christianity
INTS,319,Contemporary Youth Studies
INTS,406,Global Leadership
INYO,261,Mentoring Multilingual Learners
RELI,211,Introduction to Religions of the 'West'
RELI,212,Introduction to Religions of Asia
RELI,310,Judaism
RELI,313,Hinduism
RELI,368,"Islam, Democracy, and Human Rights"
RELI,383,Holocaust: History and Meaning
RELI,384,Global History of Christianity
RMGT,210,Recreation and Leisure in Life
SOCI,101,Introductory Sociology
SOCI,320,Globalization and Social Change
SOCW,200,Introduction to Social Work
SYST,202,Engineering Systems in a Complex World
WMST,208,Introduction to LGBTQ Studies
ENGH ,302,Advanced Composition
ACCT,461,Assurance and Audit Services
ACCT,493,Financial Planning and Wealth Management Capstone
ANTH,490,History of Anthropological Theory
ARAB,331,Reading and Conversation II
ARTH,400,Historiography and Methods of Research in Art History (Topic Varies)
ARTH,420,Advanced Studies in Ancient Art
ARTH,430,Advanced Studies in Medieval or Islamic Art
ARTH,440,Advanced Studies in Renaissance and Baroque Art
ARTH,460,Advanced Studies in 20th-Century European Art
ARTH,471,Advanced Studies in Art of the United States
ARTH,472,Advanced Studies in 20th-Century Latin American Art
ARTH,474,Advanced Studies in Contemporary Art
ARTH,482,Advanced Studies in Asian Art
ARTH,495,Curating an Exhibit
ARTH,499,Advanced Studies in Art History
ASTR,402,Methods of Observational Astronomy
AVT,395,Writing for Artists
AVT,396,Writing for Designers
BENG,360,Biomedical Imaging
BIOL,308,Foundations of Ecology and Evolution
BIOL,338,Lab for Fundamentals of Ecology and Evolution
BIOL,400,News Views: Selected Topics
BIS,390,The Research Process
CDS,302,Scientific Data and Databases
CEIE,301,Engineering and Economic Models in Civil Engineering
CHEM,336,Physical Chemistry Lab I
CHEM,465,Biochemistry Lab
CHIN,480,Fourth-Year Chinese I
CLIM,408,Senior Research
COMM,300,Writing and Rhetorical Criticism
CONF,302,"Culture, Identity, and Conflict"
CRIM,495,"Capstone in Criminology, Law and Society"
CS,306,Synthesis of Ethics and Law for the Computing Professional
CS,321,Software Engineering
CS,405,Synthesis of Ethics and Law for the Computing Professional
CYSE,491,Engineering Senior Seminar
DANC,390,Dance History I
DANC,391,Dance History II
ECE,333,Linear Electronics I
ECED,411,Assessment of Diverse Young Learners
ECON,365,Topics in Economic History
ECON,395,Effective Writing in Economics
ECON,485,Smithian Political Economy I
EDSE,452,Intersectionality and Disability
ELED,305,Foundations of Elementary Methods and Management
ELED,459,Researching Problems of Practice in Elementary Education
ENGH,305,Dimensions of Writing and Literature
EVPP,337,Environmental Policy Making in Developing Countries
FAVS,304,Film Forms
FAVS,380,Screenwriting: Television
FAVS,496,Screenwriting: Advanced
FNAN,477,Student Managed Investment Fund
FNAN,493,Financial Planning and Wealth Management Capstone
FNAN,498,Contemporary Topics in Finance
FREN,309,Reading and Writing Skills Development
FRSC,302,Forensic Trace Analysis
GAME,332,Story Design for Computer Games
GCH,411,Health Program Planning and Evaluation
GCH,611,Health Program Planning and Evaluation
GEOL,305,Environmental Geology
GEOL,317,Geomorphology
GEOL,334,Vertebrate Paleontology
GGS,415,Seminar in Geographic Thought and Methodology
GOVT,490,Synthesis Seminar
GOVT,491,Honors Seminar
GOVT,492,"Computing Ethics, Law and Policy Seminar"
HAP,465,Integration of Professional Skills and Issues
HIST,300,Introduction to Historical Method
HIST,499,Senior Seminar in History
INTS,321,Parent-Child Relations
INTS,334,Environmental Justice
INTS,491,Senior Capstone
IT,343,IT Project Management
KINE,450,Research Methods
KINE,605,Research Methods in Kinesiology
KORE,370,Advanced Korean Writing
LAS,499,Research Seminar in Latin American Studies
MATH,300,Introduction to Advanced Mathematics
ME,444,Mechanical Design II
MGMT,313,Organizational Behavior
MIS,330,Systems Analysis and Design
MIS,431,Data Mining for Business Applications
MKTG,471,Marketing Management
MLAB,300,Science Writing
MUSI,332,Music History in Society II
MUSI,438,Music History in Society B
NEUR,411,Seminar in Neuroscience
NURS,465,Examination and Integration of Professional and Health Care Issues
NURS,480,Professional Issues in Nursing
NUTR,326,Food Systems
OSCM,456,Quality Management
PHED,340,Social and Cultural Issues in Physical Education
PHIL,421,Seminar
PHIL,422,Honors Seminar
PHYS,407,Senior Laboratory in Modern Physics
PHYS,410,Computational Physics Capstone
PSYC,301,Research Methods in Psychology
PSYC,304,Principles of Learning
PSYC,309,"Sensation, Perception, and Information Processing"
RELI,300,Theories and Methods in Religious Studies
RELI,420,Capstone Seminar in Studies of Religion
RUSS,325,Major Russian Writers
SOCI,303,Methods and Logic of Inquiry
SOCI,485,Sociological Analysis and Practice
SOCW,471,Research in Social Work
SPAN,370,Spanish Writing and Stylistics
SRST,450,Research Methods
STAT,489,Pre-Capstone Professional Development
SYST,489,Senior Seminar
THR,350,Script Analysis
THR,351,Dramatic Theory and Criticism
THR,482,Advanced Screenplay Workshop
ANTH,400,Engaging the World: Anthropological Perspectives
ARAB,351,Media Arabic (Spoken and Written)
ARAB,440,Topics in Arabic Religious Thought and Texts
ARTH,494,The Museum
ASTR,402,Methods of Observational Astronomy
ATEP,441,Senior Seminar in Athletic Training
AVT,385,EcoArt
AVT,453,Professional Practices
AVT,497,Senior Project
AVT,498,Senior Design Project
BAS,491,Applied Sciences Capstone
BAS,493,BAS Capstone
BENG,492,Senior Advanced Design Project I
BINF,354,Foundations in Mathematical Biology
BIOL,301,Biology and Society
BIOL,379,Ecological Sustainability
BIS,490,Senior Project
BUS,498,Capstone Course: Advanced Business Models
CDS,492,Capstone in Data Science
CEIE,490,Civil Engineering Senior Design Project I
CEIE,491,Civil Engineering Senior Design Project II
CHEM,460,Chemistry in the Kitchen
CHIN,318,Introduction to Classical Chinese
CHIN,355,Readings in Chinese Poetry and Poetics
CHIN,475,Chinese Popular Culture
COMM,454,Free Speech and Ethics
CONF,490,Integration
CONS,490,Integrated Conservation Strategies
CONS,491,Conservation Management Planning
CONS,496,Research in Conservation
COS,310,Introduction to Science Policy
CRIM,495,"Capstone in Criminology, Law and Society"
CS,306,Synthesis of Ethics and Law for the Computing Professional
CS,405,Synthesis of Ethics and Law for the Computing Professional
CYSE,493,Senior Advanced Design Project II
DANC,490,Senior Dance Seminar
ECE,492,Senior Advanced Design Project I
ECE,493,Senior Advanced Design Project II
ECED,490,Internship in Early Childhood Education
ECED,492,Internship in Early Childhood Education (Non-Licensure)
ECED,493,Internship in Early Childhood Special Education
ECON,491,Capstone in Economics
ECON,493,Capstone Internship
ECON,495,Honors Thesis in Economics
EDSE,481,Internship: Professional Services
EDSE,482,Internship: General Curriculum
EDSE,483,Internship: Adapted Curriculum (Severe Disabilities)
EDSE,484,Internship: Blindness and Visual Impairments
ELED,480,Practicum in Elementary Education
ELED,490,Internship in Elementary Education
ENGH,401,Honors Thesis Writing Seminar
ENGH,417,Topics in Folklore Research
ENGH,458,Topics in Literary Research
ENGH,470,Topics in Screen Cultures Research
ENGH,484,Writing Ethnography
ENGH,486,Writing Nonfiction for the Public
ENGH,495,Capstone and Thesis
EVPP,378,Ecological Sustainability
EVPP,480,Sustainability in Action
FAVS,352,Ethics of Film and Video
FAVS,496,Screenwriting: Advanced
FAVS,499,Career Seminar
FRLN,385,"Multilingualism, Identity, and Power"
GAME,490,Senior Game Design Capstone
GCH,465,Community Health Capstone
GCH,466,Physical Activity in Public Health Capstone
GEOL,420,Earth Science and Policy
GGS,485,Capstone in Geography and Geoinformation Science
GLOA,400,Global Affairs Capstone
GLOA,492,Honors Research Project in Global Affairs
GOVT,490,Synthesis Seminar
GOVT,491,Honors Seminar
GOVT,492,"Computing Ethics, Law and Policy Seminar"
HAP,465,Integration of Professional Skills and Issues
HAP,498,Health Administration Internship
HDFS,400,Advanced Family Processes
HDFS,499,Advanced Internship and Analysis in Human Development and Family Science
HIST,300,Introduction to Historical Method
HIST,499,Senior Seminar in History
IT,492,Senior Design Project I
IT,493,Senior Design Project II
KINE,490,Kinesiology Internship
LAS,499,Research Seminar in Latin American Studies
LING,480,First Language Acquisition
LING,497,Linguistics Apex Research
MATH,400,History of Math (Topic Varies)
MATH,401,Mathematics through 3D Printing
ME,444,Mechanical Design II
MUSI,324,Junior Recital
MUSI,424,Senior Recital
MUSI,489,Music Technology Capstone
MUSI,490,Musical Communication in Context
MUSI,491,Musical Communication in Performance
MUSI,495,Internship in Music Education
NEUR,424,Sleep and Circadian Rhythms
NEUR,473,Current Neuroscience Research in Germany
NURS,465,Examination and Integration of Professional and Health Care Issues
NURS,490,Health Policy and Advocacy in Nursing
PHED,415,Student Teaching in Physical Education
PHIL,309,Bioethics
PHIL,343,Topics in Environmental Philosophy
PHIL,379,Perspectives on Time
PHIL,421,Seminar
PHIL,422,Honors Seminar
PHYS,407,Senior Laboratory in Modern Physics
PHYS,410,Computational Physics Capstone
PROV,342,The George Mason Debates in Current Affairs
PSYC,405,"Mystery, Madness, and Murder"
PSYC,406,Psychology of Communication
PSYC,427,Community Engagement for Social Change
PSYC,492,Psychology Honors III
RELI,490,Comparative Study of Religions
RMGT,490,Recreation Management Internship
RUSS,353,Russian Civilization
SEED,492,Internship: Secondary Education English
SEED,493,Internship: Secondary Education Math
SEED,494,Internship: Secondary Education Science
SEED,496,Internship: Secondary Education Computer Science
SOCI,416,Internship in Sociology I
SOCI,485,Sociological Analysis and Practice
SOCW,472,Integrative Methods in Social Action and Social Change
SPAN,388,Introduction to Latina/o Studies
SPMT,490,Internship
STAT,490,Capstone in Statistics
SYST,495,Senior Design Project II
THR,440,Advanced Studies in Directing/Dramaturgy
THR,496,Text in Production
TOUR,490,"Hospitality, Tourism, and Events Management Internship"
ANTH,135,Introduction to Biological Anthropology
ANTH,136,Lab
ASTR,103,Astronomy
ASTR,112,The Solar System Lab
ASTR,111,The Solar System
ASTR,112,Lab
ASTR,113,"Stars, Galaxies, and the Universe"
ASTR,114,Lab
BIOL,103,Introductory Biology II
BIOL,105,Lab
BIOL,107,Intro Biology II Lecture
BIOL,106,Lab I
CDS,101,Intro to Computational and Data Sciences
CDS,102,Lab
CHEM,211,General Chemistry I
CHEM,213,Lab I
CHEM,212,General Chemistry II
CHEM,214,Lab II
CHEM,271,General Chemistry for Engineers
CHEM,272,Lab
CLIM,101,Global Warming
CLIM,103,Lab
CLIM,111,Fundamentals of Atmospheric Science
CLIM,112,Lab
CLIM,111,Fundamentals of Atmospheric Science
CLIM,PHYS 112,PHYS Lab
EVPP,108,Environmental Science I
EVPP,109,Lab
EVPP,112,Environmental Science II
EVPP,113,Lab
GEOL,101,Physical Geology
GEOL,103,Lab
GEOL,102,Historical Geology
GEOL,104,Lab
GEOL,120,Changing Ocean
GEOL,121,Lab
GEOL,134,Evolution and Extinction
GEOL,104,Historical Geology Lab
PHYS,111,Atmospheric Science
PHYS,CLIM 112,CLIM Lab
PHYS,111,Atmospheric Science
PHYS,112,PHYS Lab
PHYS,160,University Physics I
PHYS,161,Lab
PHYS,170,Intro and Modern Physics I
PHYS,161,Lab
PHYS,243,College Physics I
PHYS,244,Lab
PHYS,245,College Physics II
PHYS,246,Lab
PHYS,260,University Physics II
PHYS,261,Lab
PHYS,262,University Physics III
PHYS,263,Lab
PHYS,270,Intro and Modern Physics II
PHYS,261,Lab
